Time_s,Net_Produce_MW
8603100,1.029677
8604000,1.961609
8604900,1.923663
8605800,-1.561728
8606700,-1.635674
8607600,-9.067225
8608500,-12.238685
8609400,-15.187827
8610300,-18.060253
8611200,-30.46437
8612100,-35.296402
8613000,-35.292044
8613900,-35.41563
8614800,-45.107638
8615700,-45.188832
8616600,-45.183253
8617500,-45.341476
8618400,-48.991362
8619300,-49.079546
8620200,-49.073487
8621100,-46.937914
8622000,-38.997397
8622900,-39.076176
8623800,-39.070763
8624700,-39.22428
8625600,-22.114227
8626500,-24.623809
8627400,-24.620484
8628300,-27.0222
8629200,-16.099486
8630100,-16.128465
8631000,-16.126474
8631900,-16.182946
8632800,-5.149499
8633700,-5.158768
8634600,-5.158131
8635500,-5.176194
8636400,-2.689518
8637300,-2.694359
8638200,-2.694027
8639100,-2.703461
8640000,-2.689727
8640900,-2.694568
8641800,-2.694235
8642700,-2.70367
8643600,-2.486925
8644500,-2.491402
8645400,-2.491094
8646300,-2.499817
8647200,-2.60388
8648100,-2.608567
8649000,-2.608245
8649900,-2.617378
8650800,-2.604211
8651700,-2.608899
8652600,-2.608576
8653500,-2.617711
8654400,-2.612143
8655300,-2.616845
8656200,-2.616521
8657100,-2.625684
8658000,-5.044541
8658900,-5.053622
8659800,-2.745579
8660700,-0.30208
8661600,-12.76865
8662500,-7.06904
8663400,-0.636196000000002
8664300,6.457591
8665200,-10.288671
8666100,-1.617749
8667000,3.08118899999999
8667900,12.970024
8668800,13.950312
8669700,13.8611
8670600,13.86723
8671500,13.693382
8672400,9.70398599999999
8673300,9.616784
8674200,9.62277599999999
8675100,9.452845
8676000,24.156083
8676900,18.960039
8677800,18.964243
8678700,18.845006
8679600,27.526694
8680500,27.480816
8681400,27.483969
8682300,27.394566
8683200,32.419969
8684100,32.382899
8685000,32.385446
8685900,32.313207
8686800,26.753645
8687700,26.715217
8688600,26.717857
8689500,26.642971
8690400,27.55148
8691300,22.821108
8692200,22.82365
8693100,22.751563
8694000,14.248124
8694900,9.931954
8695800,5.86664
8696700,1.910116
8697600,-11.304653
8698500,-24.2371
8699400,-32.09759
8700300,-34.525489
8701200,-43.973897
8702100,-44.05305
8703000,-44.047611
8703900,-44.201858
8704800,-47.760007
8705700,-47.845975
8706600,-47.840068
8707500,-48.007595
8708400,-42.665988
8709300,-42.742787
8710200,-42.73751
8711100,-42.887169
8712000,-26.207162
8712900,-26.254335
8713800,-26.251094
8714700,-26.34302
8715600,-15.694839
8716500,-15.72309
8717400,-15.721149
8718300,-15.776202
8719200,-5.02007
8720100,-5.029107
8721000,-5.028486
8721900,-5.046095
8722800,-2.621919
8723700,-2.626639
8724600,-2.626315
8725500,-2.635512
8726400,-2.792845
8727300,-2.797872
8728200,-2.797527
8729100,-2.807323
8730000,-2.582269
8730900,-2.586917
8731800,-2.586598
8732700,-2.595655
8733600,-2.703707
8734500,-2.708574
8735400,-2.70824
8736300,-2.717723
8737200,-2.704051
8738100,-2.708919
8739000,-2.708584
8739900,-2.718069
8740800,-2.712287
8741700,-2.717169
8742600,-2.716834
8743500,-2.726348
8744400,-5.237939
8745300,-5.247367
8746200,-5.24672
8747100,-0.496481
8748000,-13.541437
8748900,-7.843218
8749800,-1.410278
8750700,5.680798
8751600,-12.011821
8752500,-7.824082
8753400,-7.81831
8754300,-3.50193
8755200,-8.052703
8756100,-8.145335
8757000,-8.13897
8757900,-12.799564
8758800,-11.373264
8759700,-15.735553
8760600,-15.729331
8761500,-19.974143
8762400,-8.577162
8763300,-8.640696
8764200,-8.63633
8765100,-12.436633
8766000,-3.422106
8766900,-3.469743
8767800,-3.466469
8768700,-7.047298
8769600,-1.829231
8770500,-1.867722
8771400,-1.865077
8772300,-1.940086
8773200,-2.61285
8774100,-2.652752
8775000,-2.65001
8775900,-2.727768
8776800,-1.784429
8777700,-1.822839
8778600,-1.8202
8779500,-1.895051
8780400,-6.072656
8781300,-9.423249
8782200,-9.420079
8783100,-12.63586
8784000,-22.539814
8784900,-28.339903
8785800,-33.41661
8786700,-35.849128
8787600,-45.659768
8788500,-45.741956
8789400,-45.736309
8790300,-45.896469
8791200,-49.59103
8792100,-49.680294
8793000,-49.674161
8793900,-49.848111
8794800,-44.301717
8795700,-44.381461
8796600,-44.375981
8797500,-44.531378
8798400,-27.211892
8799300,-27.260874
8800200,-27.257508
8801100,-27.352959
8802000,-16.296548
8802900,-16.325882
8803800,-16.323867
8804700,-16.38103
8805600,-5.21253
8806500,-5.221913
8807400,-5.221268
8808300,-5.239552
8809200,-2.722439
8810100,-2.727339
8811000,-2.727002
8811900,-2.736552
8812800,-2.511755
8813700,-2.516276
8814600,-2.515966
8815500,-2.524776
8816400,-2.322373
8817300,-2.326553
8818200,-2.326266
8819100,-2.334412
8820000,-2.431589
8820900,-2.435965
8821800,-2.435665
8822700,-2.444194
8823600,-2.431898
8824500,-2.436275
8825400,-2.435975
8826300,-2.444505
8827200,-2.439305
8828100,-2.443696
8829000,-2.443394
8829900,-2.45195
8830800,-4.710759
8831700,-4.719238
8832600,-2.411237
8833500,0.0334320000000004
8834400,-8.651289
8835300,-5.732898
8836200,-2.604682
8837100,4.121753
8838000,-15.253025
8838900,-15.328575
8839800,-11.453434
8840700,-11.60066
8841600,-15.693413
8842500,-15.776722
8843400,-15.770997
8844300,-15.933342
8845200,-14.650594
8846100,-14.732026
8847000,-18.596381
8847900,-18.755068
8848800,-5.0247
8849700,-5.081839
8850600,-5.077913
8851500,-8.865755
8852400,-0.758507999999999
8853300,-0.801351
8854200,-0.798407000000001
8855100,-0.881893999999999
8856000,0.322994999999999
8856900,0.288377999999998
8857800,0.290755999999998
8858700,0.223296999999999
8859600,-3.686219
8860500,-3.722105
8861400,-3.719639
8862300,-3.78957
8863200,-2.941175
8864100,-2.97572
8865000,-2.973346
8865900,-3.040664
8866800,-9.923696
8867700,-9.965183
8868600,-12.914605
8869500,-12.995451
8870400,-24.686226
8871300,-29.825079
8872200,-32.128531
8873100,-32.241039
8874000,-41.064273
8874900,-41.138189
8875800,-41.13311
8876700,-41.277151
8877600,-44.599867
8878500,-44.680147
8879400,-44.674631
8880300,-44.831073
8881200,-39.842905
8882100,-39.914623
8883000,-39.909695
8883900,-40.049451
8884800,-24.473111
8885700,-24.517163
8886600,-24.514136
8887500,-24.59998
8888400,-14.656358
8889300,-14.68274
8890200,-14.680927
8891100,-14.732337
8892000,-4.687907
8892900,-4.696345
8893800,-4.695766
8894700,-4.712209
8895600,-2.448435
8896500,-2.452842
8897400,-2.452539
8898300,-2.461127
8899200,-2.216942
8900100,-2.220932
8901000,-2.220658
8901900,-2.228434
8902800,-2.049788
8903700,-2.053477
8904600,-2.053224
8905500,-2.060414
8906400,-2.146185
8907300,-2.150048
8908200,-2.149782
8909100,-2.15731
8910000,-2.146458
8910900,-2.150321
8911800,-2.150056
8912700,-2.157585
8913600,-2.152995
8914500,-2.15687
8915400,-2.156604
8916300,-2.164156
8917200,-4.157841
8918100,-4.165325
8919000,-4.16481
8919900,-4.179395
8920800,-14.306653
8921700,-11.875365
8922600,-9.253385
8923500,-6.528042
8924400,-20.795543
8925300,-20.862226
8926200,-17.553181
8927100,-14.195129
8928000,-14.131007
8928900,-14.204538
8929800,-14.199485
8930700,-14.342775
8931600,-9.340638
8932500,-9.412512
8933400,-9.407573
8934300,-9.547635
8935200,2.571152
8936100,-1.349231
8937000,-1.345765
8937900,-1.444044
8938800,5.711627
8939700,1.997319
8940600,1.999917
8941500,1.926229
8942400,6.068295
8943300,2.549743
8944200,2.551843
8945100,2.492301
8946000,-1.346198
8946900,-1.377872
8947800,-1.375695
8948700,-4.563306
8949600,-3.81449
8950500,-3.84498
8951400,-6.795158
8952300,-6.854575
8953200,-12.954349
8954100,-15.610892
8955000,-20.376988
8955900,-20.448344
8956800,-28.310035
8957700,-28.360994
8958600,-28.357492
8959500,-28.456795
8960400,-36.244415
8961300,-36.309655
8962200,-36.305172
8963100,-36.432306
8964000,-39.365024
8964900,-39.435881
8965800,-39.431012
8966700,-39.569093
8967600,-35.166403
8968500,-35.229703
8969400,-35.225354
8970300,-35.348706
8971200,-21.600616
8972100,-21.639497
8973000,-21.636826
8973900,-21.712594
8974800,-12.93609
8975700,-12.959375
8976600,-12.957775
8977500,-13.003151
8978400,-4.137671
8979300,-4.145119
8980200,-4.144607
8981100,-4.159121
8982000,-2.161053
8982900,-2.164943
8983800,-2.164676
8984700,-2.172256
8985600,-2.081364
8986500,-2.085111
8987400,-2.084853
8988300,-2.092154
8989200,-1.924432
8990100,-1.927896
8991000,-1.927658
8991900,-1.934409
8992800,-2.014934
8993700,-2.018561
8994600,-2.018312
8995500,-2.02538
8996400,-2.015191
8997300,-2.018818
8998200,-2.018569
8999100,-2.025637
9000000,-2.021328
9000900,-2.024967
9001800,-2.024717
9002700,-2.031807
9003600,-3.903567
9004500,-3.910593
9005400,-3.910111
9006300,-3.923803
9007200,-15.598034
9008100,-15.626111
9009000,-13.316763
9009900,-10.910283
9010800,-27.391777
9011700,-24.670762
9012600,-21.714187
9013500,-15.405835
9014400,-15.309293
9015300,-15.378327
9016200,-11.69709
9017100,-7.961667
9018000,-2.830353
9018900,1.373913
9019800,5.85863
9020700,10.420513
9021600,26.70981
9022500,31.797318
9023400,37.163605
9024300,42.667512
9025200,55.21985
9026100,61.261682
9027000,67.589477
9027900,74.098632
9028800,77.987389
9029700,77.958704
9030600,77.960675
9031500,77.904775
9032400,77.403398
9033300,77.373661
9034200,77.375704
9035100,70.739419
9036000,71.442441
9036900,65.088461
9037800,59.013094
9038700,53.123037
9039600,44.413507
9040500,33.881239
9041400,24.278585
9042300,15.459768
9043200,0.140544000000002
9044100,-13.502141
9045000,-21.854672
9045900,-26.716514
9046800,-34.02788
9047700,-34.089131
9048600,-34.084922
9049500,-34.204281
9050400,-36.957648
9051300,-37.024172
9052200,-37.019601
9053100,-37.149237
9054000,-33.015795
9054900,-33.075223
9055800,-33.07114
9056700,-33.186949
9057600,-20.279626
9058500,-20.316129
9059400,-20.313621
9060300,-20.384756
9061200,-12.14498
9062100,-12.166842
9063000,-12.165339
9063900,-9.900521
9064800,-1.577212
9065700,-1.584204
9066600,-3.891143
9067500,-3.904769
9068400,-2.028894
9069300,-2.032546
9070200,-2.032295
9071100,-2.039412
9072000,-2.823198
9072900,-2.82828
9073800,-2.827931
9074700,-2.837834
9075600,-2.610333
9076500,-2.615032
9077400,-2.614709
9078300,-2.623865
9079200,-2.733091
9080100,-2.738011
9081000,-2.737673
9081900,-2.74726
9082800,-2.733439
9083700,-2.738359
9084600,-2.738021
9085500,-2.747609
9086400,-2.741764
9087300,-2.7467
9088200,-2.746361
9089100,-2.755978
9090000,-5.294866
9090900,-2.996977
9091800,-0.535129
9092700,2.066223
9093600,-10.985286
9094500,-11.023369
9095400,-11.020753
9096300,-13.878586
9097200,-39.788081
9098100,-37.089379
9099000,-34.131271
9099900,-34.296752
9100800,-35.771094
9101700,-32.56027
9102600,-32.553836
9103500,-32.736311
9104400,-31.294509
9105300,-27.89804
9106200,-27.891751
9107100,-28.070115
9108000,-12.637261
9108900,-12.701485
9109800,-9.020578
9110700,-9.145733
9111600,-0.0332349999999977
9112500,-3.757883
9113400,-3.754575
9114300,-3.848414
9115200,1.426364
9116100,-2.100544
9117000,-5.402333
9117900,-5.478157
9118800,-9.284121
9119700,-12.27673
9120600,-15.057578
9121500,-17.756106
9122400,-19.263707
9123300,-21.609954
9124200,-21.607286
9125100,-21.682951
9126000,-25.905959
9126900,-25.95259
9127800,-25.949386
9128700,-26.040256
9129600,-36.051846
9130500,-36.11674
9131400,-36.112281
9132300,-36.23874
9133200,-46.156003
9134100,-46.239084
9135000,-46.233375
9135900,-46.395276
9136800,-50.12999
9137700,-50.220225
9138600,-50.214024
9139500,-50.389865
9140400,-44.783193
9141300,-44.863803
9142200,-44.858264
9143100,-45.015349
9144000,-27.507634
9144900,-27.557148
9145800,-27.553746
9146700,-27.650234
9147600,-16.473661
9148500,-16.503314
9149400,-16.501276
9150300,-16.55906
9151200,-5.26918
9152100,-5.278665
9153000,-5.278013
9153900,-5.296496
9154800,-2.752026
9155700,-2.75698
9156600,-2.75664
9157500,-2.766293
9158400,-2.832441
9159300,-2.837539
9160200,-2.837189
9161100,-2.847124
9162000,-2.618879
9162900,-2.623593
9163800,-2.623269
9164700,-2.632455
9165600,-2.742039
9166500,-2.746975
9167400,-2.746635
9168300,-2.756254
9169200,-2.742388
9170100,-2.747324
9171000,-2.746985
9171900,-2.756604
9172800,-2.75074
9173700,-2.755692
9174600,-2.755351
9175500,-2.765
9176400,-5.3122
9177300,-5.321762
9178200,-5.321105
9179100,-5.339738
9180000,-21.226708
9180900,-21.264916
9181800,-21.26229
9182700,-21.336747
9183600,-47.331063
9184500,-47.41626
9185400,-47.410405
9186300,-47.576428
9187200,-52.191719
9188100,-52.285664
9189000,-52.279209
9189900,-52.462281
9190800,-51.01576
9191700,-51.107588
9192600,-51.101279
9193500,-51.280226
9194400,-35.796849
9195300,-35.861283
9196200,-35.856856
9197100,-35.98242
9198000,-26.84009
9198900,-26.888402
9199800,-26.885082
9200700,-26.979229
9201600,-21.687183
9202500,-21.72622
9203400,-21.723537
9204300,-21.799609
9205200,-22.481912
9206100,-22.52238
9207000,-22.519599
9207900,-22.598459
9208800,-21.641745
9209700,-21.680701
9210600,-21.678024
9211500,-21.753936
9212400,-25.990769
9213300,-26.037553
9214200,-26.034338
9215100,-26.125506
9216000,-36.169872
9216900,-36.234978
9217800,-36.230505
9218700,-36.357377
9219600,-46.307108
9220500,-46.390461
9221400,-46.384733
9222300,-46.547164
9223200,-50.294105
9224100,-50.384635
9225000,-50.378414
9225900,-50.55483
9226800,-44.929803
9227700,-45.010677
9228600,-45.00512
9229500,-45.16272
9230400,-27.597688
9231300,-27.647364
9232200,-27.64395
9233100,-27.740755
9234000,-16.527592
9234900,-16.557342
9235800,-16.555298
9236700,-16.613271
9237600,-5.28643
9238500,-5.295946
9239400,-5.295292
9240300,-5.313835
9241200,-2.761036
9242100,-2.766006
9243000,-2.765664
9243900,-2.775349
9244800,-2.76125
9245700,-2.76622
9246600,-2.765879
9247500,-2.775564
9248400,-2.553056
9249300,-2.557651
9250200,-2.557335
9251100,-2.566291
9252000,-2.67312
9252900,-2.677932
9253800,-2.677601
9254700,-2.686978
9255600,-2.67346
9256500,-2.678273
9257400,-2.677942
9258300,-2.68732
9259200,-2.681603
9260100,-2.68643
9261000,-2.686098
9261900,-0.388085
9262800,-0.41007
9263700,4.984153
9264600,7.937067
9265500,11.044789
9266400,2.349586
9267300,2.312338
9268200,2.314898
9269100,2.242312
9270000,-23.098659
9270900,-11.566904
9271800,1.884007
9272700,11.76865
9273600,24.062844
9274500,30.048593
9275400,30.054886
9276300,36.20177
9277200,44.190272
9278100,44.100751
9279000,44.106903
9279900,43.932453
9280800,59.026669
9281700,58.963854
9282600,52.389833
9283500,52.267425
9284400,54.854616
9285300,48.730184
9286200,48.73342
9287100,42.807365
9288000,42.370226
9288900,36.969136
9289800,36.971751
9290700,31.762735
9291600,26.185944
9292500,21.453115
9293400,16.975744
9294300,12.627123
9295200,13.55979
9296100,9.453448
9297000,5.586107
9297900,1.835609
9298800,-5.782733
9299700,-12.258692
9300600,-17.991451
9301500,-23.161445
9302400,-35.260774
9303300,-35.324244
9304200,-35.319882
9305100,-35.443566
9306000,-45.143219
9306900,-45.224477
9307800,-45.218893
9308700,-45.377242
9309600,-49.030006
9310500,-49.118261
9311400,-49.112196
9312300,-49.284179
9313200,-43.800532
9314100,-43.879373
9315000,-43.873956
9315900,-44.027594
9316800,-26.904044
9317700,-26.952471
9318600,-26.949144
9319500,-24.736096
9320400,-11.343573
9321300,-8.75265
9322200,-8.750658
9323100,-6.023554
9324000,7.970869
9324900,5.00932
9325800,2.226337
9326700,2.20826
9327600,2.076972
9328500,2.072127
9329400,2.07246
9330300,2.063019
9331200,-2.867111
9332100,-2.872271
9333000,-2.871917
9333900,-2.881974
9334800,-2.650935
9335700,-2.655706
9336600,-2.655379
9337500,-2.664677
9338400,-2.775602
9339300,-2.780598
9340200,-2.780255
9341100,-2.789991
9342000,-2.775955
9342900,-2.780952
9343800,-2.780609
9344700,-2.790346
9345600,-2.78441
9346500,-2.789422
9347400,-2.789078
9348300,-2.798845
9349200,-5.377223
9350100,-5.386902
9351000,-5.386237
9351900,-0.636486
9352800,-14.097992
9353700,-14.136668
9354600,-14.13401
9355500,-16.829303
9356400,-43.141797
9357300,-43.228036
9358200,-40.602185
9359100,-40.77024
9360000,-45.442023
9360900,-42.753499
9361800,-42.746964
9362700,-39.980005
9363600,-38.515777
9364500,-38.60873
9365400,-38.602343
9366300,-38.783481
9367200,-23.110582
9368100,-23.175806
9369000,-23.171324
9369900,-26.250698
9370800,-16.996463
9371700,-19.828987
9372600,-19.825626
9373500,-22.54085
9374400,-17.184028
9375300,-19.684736
9376200,-19.682021
9377100,-22.066443
9378000,-22.757097
9378900,-22.79806
9379800,-22.795245
9380700,-22.87507
9381600,-21.906647
9382500,-21.946079
9383400,-21.943369
9384300,-22.020211
9385200,-26.308904
9386100,-26.35626
9387000,-26.353006
9387900,-26.44529
9388800,-36.612602
9389700,-36.678505
9390600,-36.673976
9391500,-36.802402
9392400,-46.87392
9393300,-46.958293
9394200,-46.952496
9395100,-47.116915
9396000,-50.909719
9396900,-51.001357
9397800,-50.99506
9398700,-51.173636
9399600,-45.479757
9400500,-45.561621
9401400,-45.555996
9402300,-45.715524
9403200,-27.935491
9404100,-27.985776
9405000,-27.98232
9405900,-28.080309
9406800,-16.729894
9407700,-16.760008
9408600,-16.757939
9409500,-16.816622
9410400,-5.351138
9411300,-5.36077
9412200,-5.360108
9413100,-5.378878
9414000,-2.794832
9414900,-2.799862
9415800,-2.799517
9416700,-2.80932
9417600,-2.578546
9418500,-2.583187
9419400,-2.582868
9420300,-2.591913
9421200,-2.384127
9422100,-2.388419
9423000,-2.388124
9423900,-2.396487
9424800,-2.496248
9425700,-2.500741
9426600,-2.500432
9427500,-2.509188
9428400,-2.496565
9429300,-2.501059
9430200,-2.50075
9431100,-2.509508
9432000,-2.504169
9432900,-2.508677
9433800,-2.508367
9434700,-2.517151
9435600,-4.836024
9436500,-4.844729
9437400,-4.844131
9438300,-4.861094
9439200,-19.323985
9440100,-19.358768
9441000,-19.356378
9441900,-19.424161
9442800,-43.088395
9443700,-43.165954
9444600,-43.160625
9445500,-43.311766
9446400,-47.51335
9447300,-47.598875
9448200,-47.592998
9449100,-47.75966
9450000,-41.67419
9450900,-41.757787
9451800,-39.132118
9452700,-36.511405
9453600,-19.463656
9454500,-19.522314
9455400,-19.518284
9456300,-16.506705
9457200,-8.183876
9458100,-8.227858
9459000,-8.224836
9459900,-8.310543
9460800,-6.618754
9461700,-6.654292
9462600,-6.65185
9463500,-9.673376
9464400,-10.294518
9465300,-10.331359
9466200,-13.112447
9467100,-13.184238
9468000,-14.933208
9468900,-17.429864
9469800,-17.427427
9470700,-19.803954
9471600,-23.661005
9472500,-23.703595
9473400,-23.700669
9474300,-23.783664
9475200,-32.927672
9476100,-32.986942
9477000,-32.98287
9477900,-33.09837
9478800,-42.156225
9479700,-42.232106
9480600,-42.226892
9481500,-42.374763
9482400,-45.785835
9483300,-45.86825
9484200,-45.862587
9485100,-46.023189
9486000,-40.902379
9486900,-40.976004
9487800,-40.970945
9488700,-41.114418
9489600,-25.123882
9490500,-25.169106
9491400,-25.165998
9492300,-25.254125
9493200,-15.046089
9494100,-15.073172
9495000,-15.071312
9495900,-15.124089
9496800,-4.812565
9497700,-4.821227
9498600,-4.820632
9499500,-4.837513
9500400,-2.513542
9501300,-2.518066
9502200,-2.517755
9503100,-2.526572
9504000,-2.275893
9504900,-2.27999
9505800,-2.279708
9506700,-2.287691
9507600,-2.104294
9508500,-2.108082
9509400,-2.107822
9510300,-2.115203
9511200,-2.203254
9512100,-2.20722
9513000,-2.206948
9513900,-2.214676
9514800,-2.203535
9515700,-2.207501
9516600,-2.207228
9517500,-2.214958
9518400,-2.210246
9519300,-2.214224
9520200,-2.213951
9521100,-2.221704
9522000,-4.268403
9522900,-4.276086
9523800,-4.275558
9524700,-4.29053
9525600,-17.055861
9526500,-17.086562
9527400,-17.084452
9528300,-17.144279
9529200,-38.030958
9530100,-38.099414
9531000,-38.094711
9531900,-38.228111
9532800,-41.936541
9533700,-42.012027
9534600,-42.00684
9535500,-39.846522
9536400,-36.223035
9537300,-36.29682
9538200,-33.671825
9539100,-31.031991
9540000,-18.59095
9540900,-15.690451
9541800,-15.686894
9542700,-15.787786
9543600,-8.441837
9544500,-8.480656
9545400,-11.430262
9546300,-11.505909
9547200,-7.2537
9548100,-7.285067
9549000,-10.066531
9549900,-10.127656
9550800,-10.675893
9551700,-13.328334
9552600,-13.326099
9553500,-15.850657
9554400,-15.081929
9555300,-17.420649
9556200,-17.418498
9557100,-17.479494
9558000,-20.88383
9558900,-20.921421
9559800,-20.918838
9560700,-20.992092
9561600,-29.062836
9562500,-29.115149
9563400,-29.111554
9564300,-29.213498
9565200,-37.2082
9566100,-37.275175
9567000,-37.270573
9567900,-37.401088
9568800,-40.41179
9569700,-40.484532
9570600,-40.479534
9571500,-40.621286
9572400,-36.101523
9573300,-36.166506
9574200,-36.162041
9575100,-36.288674
9576000,-22.175004
9576900,-22.214919
9577800,-22.212176
9578700,-22.289959
9579600,-13.280077
9580500,-13.303981
9581400,-13.302339
9582300,-13.348921
9583200,-4.247697
9584100,-4.255343
9585000,-4.254817
9585900,-4.269717
9586800,-2.218519
9587700,-2.222512
9588600,-2.222237
9589500,-2.230019
9590400,-2.13671
9591300,-2.140556
9592200,-2.140292
9593100,-2.147787
9594000,-1.975605
9594900,-1.979162
9595800,-1.978917
9596700,-1.985847
9597600,-2.068514
9598500,-2.072237
9599400,-2.071981
9600300,-2.079237
9601200,-2.068777
9602100,-2.072501
9603000,-2.072245
9603900,-2.079502
9604800,-2.075078
9605700,-2.078813
9606600,-2.078556
9607500,-2.085835
9608400,-4.007368
9609300,-4.014581
9610200,-4.014085
9611100,-1.720723
9612000,-5.840649
9612900,-5.869472
9613800,-5.867492
9614700,-5.92366
9615600,-25.53301
9616500,-19.519119
9617400,-16.21024
9618300,-12.847484
9619200,-12.65263
9620100,-0.513440000000003
9621000,8.66489
9621900,18.573278
9622800,36.457975
9623700,42.466036
9624600,48.796151
9625500,48.661158
9626400,66.919701
9627300,66.871094
9628200,66.874434
9629100,66.779712
9630000,73.676418
9630900,73.639972
9631800,73.642477
9632700,66.993118
9633600,70.985283
9634500,64.630479
9635400,64.632503
9636300,58.497783
9637200,52.148799
9638100,52.118272
9639000,46.524194
9639900,41.101671
9640800,36.688531
9641700,27.054129
9642600,22.576067
9643500,14.178691
9644400,7.112598
9645300,3.400812
9646200,-3.389224
9647100,-6.583886
9648000,-17.113335
9648900,-19.946069
9649800,-22.562619
9650700,-22.658328
9651600,-32.625306
9652500,-32.688185
9653400,-32.683865
9654300,-32.806398
9655200,-35.63298
9656100,-33.24008
9657000,-27.831842
9657900,-25.012652
9658800,-14.338946
9659700,-10.911957
9660600,-7.231271
9661500,-3.480209
9662400,13.838702
9663300,13.801228
9664200,13.803803
9665100,9.662411
9666000,18.121292
9666900,18.09885
9667800,18.100392
9668700,18.056658
9669600,26.601295
9670500,26.594117
9671400,30.662976
9672300,30.648987
9673200,36.846488
9674100,36.842739
9675000,36.842997
9675900,36.835691
9676800,31.513649
9677700,31.50799
9678600,31.508379
9679500,31.497351
9680400,31.750698
9681300,27.677099
9682200,27.677459
9683100,27.667262
9684000,27.545627
9684900,23.670199
9685800,23.670575
9686700,19.983405
9687600,19.998796
9688500,19.993317
9689400,19.993693
9690300,19.983016
9691200,19.989525
9692100,23.660523
9693000,23.660901
9693900,27.520141
9694800,28.761178
9695700,28.750564
9696600,33.023037
9697500,33.002355
9698400,15.368209
9699300,24.499259
9700200,29.41381
9701100,34.466021
9702000,16.572178
9702900,16.477612
9703800,16.48411
9704700,16.299829
9705600,11.176969
9706500,5.476517
9707400,5.483683
9708300,5.280477
9709200,1.52304599999999
9710100,1.421119
9711000,-3.706734
9711900,-3.905361
9712800,8.369171
9713700,8.29765
9714600,3.609185
9715500,-1.010269
9716400,9.137493
9717300,4.812123
9718200,0.747441999999999
9719100,-3.227008
9720000,-1.029461
9720900,-1.072791
9721800,-4.557812
9722700,-4.64225
9723600,-8.704052
9724500,-8.74897
9725400,-11.871772
9726300,-11.959304
9727200,-10.897376
9728100,-13.892888
9729000,-13.889917
9729900,-13.974178
9730800,-18.676958
9731700,-24.132432
9732600,-26.590057
9733500,-28.99867
9734400,-40.147669
9735300,-40.219936
9736200,-40.21497
9737100,-40.355795
9738000,-51.399752
9738900,-51.492272
9739800,-51.485914
9740700,-51.666209
9741600,-55.825221
9742500,-55.925706
9743400,-55.918802
9744300,-56.114619
9745200,-49.870978
9746100,-49.960746
9747000,-49.954577
9747900,-50.129509
9748800,-30.632755
9749700,-30.687895
9750600,-30.684106
9751500,-30.791556
9752400,-18.345221
9753300,-18.378243
9754200,-18.375974
9755100,-18.440323
9756000,-5.867808
9756900,-5.87837
9757800,-5.877644
9758700,-5.898227
9759600,-3.064682
9760500,-3.070198
9761400,-3.069819
9762300,-3.080569
9763200,-3.154232
9764100,-3.15991
9765000,-3.15952
9765900,-3.170584
9766800,-2.916408
9767700,-2.921657
9768600,-2.921297
9769500,-2.931526
9770400,-3.05356
9771300,-3.059056
9772200,-3.058679
9773100,-3.06939
9774000,-3.053948
9774900,-3.059446
9775800,-3.059068
9776700,-3.06978
9777600,-3.06325
9778500,-3.068764
9779400,-3.068385
9780300,-3.07913
9781200,-5.915715
9782100,-5.926363
9783000,-5.925631
9783900,-5.946382
9784800,-21.330839
9785700,-16.29227
9786600,-10.553453
9787500,-4.206018
9788400,-25.989037
9789300,-18.145596
9790200,-4.693873
9791100,10.53077
9792000,22.898922
9792900,29.119659
9793800,35.705185
9794700,49.436772
9795600,58.414673
9796500,65.952277
9797400,73.876952
9798300,81.878066
9799200,107.608595
9800100,125.395986
9801000,144.470402
9801900,164.650084
9802800,196.440286
9803700,207.687136
9804600,231.30902
9805500,243.531634
9806400,275.141348
9807300,249.381434
9808200,225.076737
9809100,213.354063
9810000,190.32529
9810900,169.320821
9811800,149.634378
9812700,131.087204
9813600,106.68336
9814500,91.082466
9815400,69.782947
9816300,50.717384
9817200,34.568759
9818100,24.01877
9819000,19.110713
9819900,9.835728
9820800,-9.689881
9821700,-1.422274
9822600,3.062789
9823500,7.614882
9824400,1.446407
9825300,1.353584
9826200,6.494818
9827100,6.313934
9828000,2.14130599999999
9828900,-3.094365
9829800,-12.692454
9830700,-17.368993
9831600,-19.445021
9832500,-23.405033
9833400,-27.075339
9834300,-30.738841
9835200,-14.482722
9836100,-14.538042
9837000,-17.660129
9837900,-20.720204
9838800,-8.233122
9839700,-8.266252
9840600,-5.311702
9841500,-5.376262
9842400,10.3633
9843300,13.657167
9844200,13.657895
9845100,17.125243
9846000,23.644558
9846900,23.639023
9847800,23.639404
9848700,23.628619
9849600,31.582636
9850500,31.577101
9851400,27.509115
9852300,27.498329
9853200,27.746117
9854100,27.740999
9855000,27.741351
9855900,31.799744
9856800,31.680778
9857700,35.947163
9858600,35.947532
9859500,40.417171
9860400,45.125603
9861300,40.426865
9862200,40.427233
9863100,35.936709
9864000,35.943075
9864900,35.9377
9865800,40.41815
9866700,40.407675
9867600,42.335765
9868500,42.325384
9869400,47.237734
9870300,47.217505
9871200,29.970299
9872100,35.063676
9873000,46.025735
9873900,51.779177
9874800,29.636571
9875700,29.54408
9876600,35.87579
9877500,42.27389
9878400,37.26344
9879300,43.997729
9880200,51.103917
9881100,58.272212
9882000,59.842584
9882900,67.382758
